10.0,1.4334e-5
50.0,8.3167e-5
100.0,0.000259333
500.0,0.005391
1000.0,0.028930417
5000.0,1.887109583
10000.0,14.643720667
15000.0,62.336419792
20000.0,215.909360875
100.0,0.007341417
200.0,0.005133875
300.0,0.005114875
400.0,0.005753125
500.0,0.006135541
600.0,0.008515625
700.0,0.009789875
800.0,0.01170925
900.0,0.016840459
1000.0,0.019797458
1000.0,0.029256417
1500.0,0.058187959
2000.0,0.130716375
2500.0,0.356838916
3000.0,0.671063375
3500.0,1.194345
4000.0,1.1188725
4500.0,1.346119667
5000.0,1.882629583
5000.0,1.95942675
5500.0,2.518527917
6000.0,3.096124875
6500.0,4.02941425
7000.0,5.288325084
7500.0,7.086671208
8000.0,8.25746575
8500.0,10.218049209
9000.0,12.887149333
9500.0,15.244025375
10000.0,19.726893708
10000.0,15.525928125
11000.0,27.030352916
12000.0,35.887371625
13000.0,44.962666667
14000.0,63.600366708
15000.0,82.190067917
